id,sourceKey,sourceOrder,sourceName,sourceTitle,level,word,displayWord,slug,homograph,sense,partOfSpeech,meaningTh,meaningThClean,pronunciationTh,pronunciationThClean,ipa,exampleEn,exampleTh,notes,status,createdAt,updatedAt
oxford-3000-american::clock::n::A1,oxford-3000-american::clock::n::A1,472,oxford-3000-american,The Oxford 3000™ (American English),A1,clock,clock,clock,,,n.,น า ฬ ิ ก า,นาฬิกา,ค ล า ขี,คลาขี,,,,,draft,2026-07-08T07:49:19.420+00:00,2026-07-08T08:29:25.093+00:00
oxford-3000-american::close-1::v::A1,oxford-3000-american::close-1::v::A1,473,oxford-3000-american,The Oxford 3000™ (American English),A1,close,close,close-1,1,,v.,ป ิ ด 2,ปิด2,ท น แ,ทนแ,,,,,draft,2026-07-08T07:49:19.423+00:00,2026-07-08T08:29:25.100+00:00
oxford-3000-american::close-1::n::B2,oxford-3000-american::close-1::n::B2,473,oxford-3000-american,The Oxford 3000™ (American English),B2,close,close,close-1,1,,n.,ป ิ ด 2,ปิด2,ท น แ,ทนแ,,,,,draft,2026-07-08T07:49:19.426+00:00,2026-07-08T08:29:25.100+00:00
oxford-3000-american::close-2::adj::A2,oxford-3000-american::close-2::adj::A2,474,oxford-3000-american,The Oxford 3000™ (American English),A2,close,close,close-2,2,,adj.,ป ิ ด 2,ปิด2,ท น แ,ทนแ,,,,,draft,2026-07-08T07:49:19.429+00:00,2026-07-08T08:29:25.100+00:00
oxford-3000-american::close-2::adv::B1,oxford-3000-american::close-2::adv::B1,474,oxford-3000-american,The Oxford 3000™ (American English),B1,close,close,close-2,2,,adv.,ป ิ ด 2,ปิด2,ท น แ,ทนแ,,,,,draft,2026-07-08T07:49:19.432+00:00,2026-07-08T08:29:25.100+00:00
oxford-3000-american::closed::adj::A2,oxford-3000-american::closed::adj::A2,475,oxford-3000-american,The Oxford 3000™ (American English),A2,closed,closed,closed,,,adj.,ป ิ ด,ปิด,Taaa a ai,Taaaaai,,,,,draft,2026-07-08T07:49:19.435+00:00,2026-07-08T08:29:25.103+00:00
oxford-3000-american::closely::adv::B2,oxford-3000-american::closely::adv::B2,476,oxford-3000-american,The Oxford 3000™ (American English),B2,closely,closely,closely,,,adv.,อ ย ่ า ง ใก ล ้ ชิ ด,อย่างใกล้ชิด,Tada a va,Tadaava,,,,,draft,2026-07-08T07:49:19.438+00:00,2026-07-08T08:29:25.106+00:00
oxford-3000-american::closet::n::A2,oxford-3000-american::closet::n::A2,477,oxford-3000-american,The Oxford 3000™ (American English),A2,closet,closet,closet,,,n.,,,,,,,,,draft,2026-07-08T07:49:19.441+00:00,2026-07-08T07:49:19.441+00:00
oxford-3000-american::cloth::n::B1,oxford-3000-american::cloth::n::B1,478,oxford-3000-american,The Oxford 3000™ (American English),B1,cloth,cloth,cloth,,,n.,ผ้า,ผ้า,ค ล อ ต ี,คลอตี,,,,,draft,2026-07-08T07:49:19.444+00:00,2026-07-08T08:29:25.110+00:00
oxford-3000-american::clothes::n::A1,oxford-3000-american::clothes::n::A1,479,oxford-3000-american,The Oxford 3000™ (American English),A1,clothes,clothes,clothes,,,n.,เส ื ้ อ ผ้า,เสื้อผ้า,โค ล ว ด ี a,โคลวดีa,,,,,draft,2026-07-08T07:49:19.447+00:00,2026-07-08T08:29:25.113+00:00
oxford-3000-american::clothing::n::A2,oxford-3000-american::clothing::n::A2,480,oxford-3000-american,The Oxford 3000™ (American English),A2,clothing,clothing,clothing,,,n.,เส ื ้ อ ผ้า,เสื้อผ้า,โค ล ้ ว ด ิ ง,โคล้วดิง,,,,,draft,2026-07-08T07:49:19.450+00:00,2026-07-08T08:29:25.116+00:00
oxford-3000-american::cloud::n::A2,oxford-3000-american::cloud::n::A2,481,oxford-3000-american,The Oxford 3000™ (American English),A2,cloud,cloud,cloud,,,n.,ค ล า ว ด ์,คลาวด์,ค ล า ว ด ี,คลาวดี,,,,,draft,2026-07-08T07:49:19.453+00:00,2026-07-08T08:29:25.119+00:00
oxford-3000-american::club::n::A1,oxford-3000-american::club::n::A1,482,oxford-3000-american,The Oxford 3000™ (American English),A1,club,club,club,,,n.,ส โม ส ร,สโมสร,aaz fi,aazfi,,,,,draft,2026-07-08T07:49:19.456+00:00,2026-07-08T08:29:25.122+00:00
oxford-3000-american::clue::n::B1,oxford-3000-american::clue::n::B1,483,oxford-3000-american,The Oxford 3000™ (American English),B1,clue,clue,clue,,,n.,เบ า ะ แส,เบาะแส,ค ล ู,คลู,,,,,draft,2026-07-08T07:49:19.459+00:00,2026-07-08T08:29:25.125+00:00
oxford-3000-american::coach::n::A2,oxford-3000-american::coach::n::A2,484,oxford-3000-american,The Oxford 3000™ (American English),A2,coach,coach,coach,,,n.,โค ้ ช,โค้ช,โค ว ฉี,โควฉี,,,,,draft,2026-07-08T07:49:19.462+00:00,2026-07-08T08:29:25.127+00:00
oxford-3000-american::coach::v::B1,oxford-3000-american::coach::v::B1,484,oxford-3000-american,The Oxford 3000™ (American English),B1,coach,coach,coach,,,v.,โค ้ ช,โค้ช,โค ว ฉี,โควฉี,,,,,draft,2026-07-08T07:49:19.464+00:00,2026-07-08T08:29:25.127+00:00
oxford-3000-american::coal::n::B1,oxford-3000-american::coal::n::B1,485,oxford-3000-american,The Oxford 3000™ (American English),B1,coal,coal,coal,,,n.,ถ่ า น ห ิ น,ถ่านหิน,โค ว ล,โควล,,,,,draft,2026-07-08T07:49:19.468+00:00,2026-07-08T08:29:25.130+00:00
oxford-3000-american::coast::n::A2,oxford-3000-american::coast::n::A2,486,oxford-3000-american,The Oxford 3000™ (American English),A2,coast,coast,coast,,,n.,ชา ย ฝั่ง,ชายฝั่ง,Tar a ai,Taraai,,,,,draft,2026-07-08T07:49:19.471+00:00,2026-07-08T08:29:25.135+00:00
oxford-3000-american::coat::n::A1,oxford-3000-american::coat::n::A1,487,oxford-3000-american,The Oxford 3000™ (American English),A1,coat,coat,coat,,,n.,เส ื ้ อ โค ้ ท,เสื้อโค้ท,โค ว ถึ,โควถึ,,,,,draft,2026-07-08T07:49:19.474+00:00,2026-07-08T08:29:25.138+00:00
oxford-3000-american::code::n::A2,oxford-3000-american::code::n::A2,488,oxford-3000-american,The Oxford 3000™ (American English),A2,code,code,code,,,n.,ร ห ั ส,รหัส,โค ว ด ี,โควดี,,,,,draft,2026-07-08T07:49:19.477+00:00,2026-07-08T08:29:25.141+00:00
oxford-3000-american::coffee::n::A1,oxford-3000-american::coffee::n::A1,489,oxford-3000-american,The Oxford 3000™ (American English),A1,coffee,coffee,coffee,,,n.,ก า แฟ,กาแฟ,ค ้ า ฝี ่,ค้าฝี่,,,,,draft,2026-07-08T07:49:19.480+00:00,2026-07-08T08:29:25.144+00:00
oxford-3000-american::coin::n::B1,oxford-3000-american::coin::n::B1,490,oxford-3000-american,The Oxford 3000™ (American English),B1,coin,coin,coin,,,n.,เห ร ี ย ญ,เหรียญ,ค อ อ ย น,คออยน,,,,,draft,2026-07-08T07:49:19.484+00:00,2026-07-08T08:29:25.146+00:00
oxford-3000-american::cold::adj::A1,oxford-3000-american::cold::adj::A1,491,oxford-3000-american,The Oxford 3000™ (American English),A1,cold,cold,cold,,,adj.,เย ็ น,เย็น,โค ว ล ด ี,โควลดี,,,,,draft,2026-07-08T07:49:19.487+00:00,2026-07-08T08:29:25.150+00:00
oxford-3000-american::cold::n::A1,oxford-3000-american::cold::n::A1,491,oxford-3000-american,The Oxford 3000™ (American English),A1,cold,cold,cold,,,n.,เย ็ น,เย็น,โค ว ล ด ี,โควลดี,,,,,draft,2026-07-08T07:49:19.490+00:00,2026-07-08T08:29:25.150+00:00
oxford-3000-american::collapse::v::B2,oxford-3000-american::collapse::v::B2,492,oxford-3000-american,The Oxford 3000™ (American English),B2,collapse,collapse,collapse,,,v.,ท ร ุ ด,ทรุด,เข อ ะ wa Wa,เขอะwaWa,,,,,draft,2026-07-08T07:49:19.493+00:00,2026-07-08T08:29:25.153+00:00
oxford-3000-american::collapse::n::B2,oxford-3000-american::collapse::n::B2,492,oxford-3000-american,The Oxford 3000™ (American English),B2,collapse,collapse,collapse,,,n.,ท ร ุ ด,ทรุด,เข อ ะ wa Wa,เขอะwaWa,,,,,draft,2026-07-08T07:49:19.496+00:00,2026-07-08T08:29:25.153+00:00
oxford-3000-american::colleague::n::A2,oxford-3000-american::colleague::n::A2,493,oxford-3000-american,The Oxford 3000™ (American English),A2,colleague,colleague,colleague,,,n.,เพ ื ่ อ น ร ่ ว ม ง า น,เพื่อนร่วมงาน,an wa fi,anwafi,,,,,draft,2026-07-08T07:49:19.499+00:00,2026-07-08T08:29:25.156+00:00
oxford-3000-american::collect::v::A2,oxford-3000-american::collect::v::A2,494,oxford-3000-american,The Oxford 3000™ (American English),A2,collect,collect,collect,,,v.,เก ็ บ ร ว บ ร ว ม,เก็บรวบรวม,ค ้ า เห ล ะ ขี ถึ,ค้าเหละขีถึ,,,,,draft,2026-07-08T07:49:19.502+00:00,2026-07-08T08:29:25.158+00:00
oxford-3000-american::collection::n::B1,oxford-3000-american::collection::n::B1,495,oxford-3000-american,The Oxford 3000™ (American English),B1,collection,collection,collection,,,n.,ขอ ง ส ะ ส ม,ของสะสม,เข อ ะ lay ขี เฉ อ ะ น,เขอะlayขีเฉอะน,,,,,draft,2026-07-08T07:49:19.505+00:00,2026-07-08T08:29:25.161+00:00
oxford-3000-american::college::n::A1,oxford-3000-american::college::n::A1,496,oxford-3000-american,The Oxford 3000™ (American English),A1,college,college,college,,,n.,ว ิ ท ย า ล ั ย,วิทยาลัย,an na a,annaa,,,,,draft,2026-07-08T07:49:19.508+00:00,2026-07-08T08:29:25.164+00:00
oxford-3000-american::color::n::A1,oxford-3000-american::color::n::A1,497,oxford-3000-american,The Oxford 3000™ (American English),A1,color,color,color,,,n.,a,a,ค ะ เห ล ่ อ ร,คะเหล่อร,,,,,draft,2026-07-08T07:49:19.511+00:00,2026-07-08T08:29:25.168+00:00
oxford-3000-american::colored::adj::B1,oxford-3000-american::colored::adj::B1,498,oxford-3000-american,The Oxford 3000™ (American English),B1,colored,colored,colored,,,adj.,ม ี ส ี,มีสี,ค ะ เห ล ่ อ ร ดี,คะเหล่อรดี,,,,,draft,2026-07-08T07:49:19.514+00:00,2026-07-08T08:29:25.174+00:00
oxford-3000-american::column::n::A2,oxford-3000-american::column::n::A2,499,oxford-3000-american,The Oxford 3000™ (American English),A2,column,column,column,,,n.,ค อ ล ั ม น ์,คอลัมน์,ค ้ า เห ล อ ะ ม,ค้าเหลอะม,,,,,draft,2026-07-08T07:49:19.517+00:00,2026-07-08T08:29:25.179+00:00
oxford-3000-american::combination::n::B2,oxford-3000-american::combination::n::B2,500,oxford-3000-american,The Oxford 3000™ (American English),B2,combination,combination,combination,,,n.,ก า ร ผสม ผสาน,การผสมผสาน,ค า ม เบ อ ะ เน ้ เฉ อ ะ น,คามเบอะเน้เฉอะน,,,,,draft,2026-07-08T07:49:19.519+00:00,2026-07-08T08:29:25.183+00:00
oxford-3000-american::combine::v::B1,oxford-3000-american::combine::v::B1,501,oxford-3000-american,The Oxford 3000™ (American English),B1,combine,combine,combine,,,v.,ร ว ม ก ั น,รวมกัน,ค ้ า ม บ ่ า ย น,ค้ามบ่ายน,,,,,draft,2026-07-08T07:49:19.522+00:00,2026-07-08T08:29:25.186+00:00
oxford-3000-american::come::v::A1,oxford-3000-american::come::v::A1,502,oxford-3000-american,The Oxford 3000™ (American English),A1,come,come,come,,,v.,ม า,มา,ค ะ ม,คะม,,,,,draft,2026-07-08T07:49:19.525+00:00,2026-07-08T08:29:25.189+00:00
oxford-3000-american::comedy::n::A2,oxford-3000-american::comedy::n::A2,503,oxford-3000-american,The Oxford 3000™ (American English),A2,comedy,comedy,comedy,,,n.,ต ล ก,ตลก,ค ้ า เห ม อ ะ ด ี ่,ค้าเหมอะดี่,,,,,draft,2026-07-08T07:49:19.528+00:00,2026-07-08T08:29:25.193+00:00
oxford-3000-american::comfort::n::B2,oxford-3000-american::comfort::n::B2,504,oxford-3000-american,The Oxford 3000™ (American English),B2,comfort,comfort,comfort,,,n.,ป ล อ บ โย น,ปลอบโยน,ค ะ ม เ ฝ อ ร ถึ,คะมเฝอรถึ,,,,,draft,2026-07-08T07:49:19.531+00:00,2026-07-08T08:29:25.196+00:00
oxford-3000-american::comfort::v::B2,oxford-3000-american::comfort::v::B2,504,oxford-3000-american,The Oxford 3000™ (American English),B2,comfort,comfort,comfort,,,v.,ป ล อ บ โย น,ปลอบโยน,ค ะ ม เ ฝ อ ร ถึ,คะมเฝอรถึ,,,,,draft,2026-07-08T07:49:19.534+00:00,2026-07-08T08:29:25.196+00:00
oxford-3000-american::comfortable::adj::A2,oxford-3000-american::comfortable::adj::A2,505,oxford-3000-american,The Oxford 3000™ (American English),A2,comfortable,comfortable,comfortable,,,adj.,ส ะ ด ว ก ส บ า ย az,สะดวกสบายaz,ม แ ฝ ื อ ร เถ อ ะ เบ อ ะ ล,มแฝือรเถอะเบอะล,,,,,draft,2026-07-08T07:49:19.537+00:00,2026-07-08T08:29:25.199+00:00
oxford-3000-american::command::n::B2,oxford-3000-american::command::n::B2,506,oxford-3000-american,The Oxford 3000™ (American English),B2,command,command,command,,,n.,ส ั ่ ง ก า ร,สั่งการ,เข อ ะ แม ้ น ด ี,เขอะแม้นดี,,,,,draft,2026-07-08T07:49:19.541+00:00,2026-07-08T08:29:25.203+00:00
oxford-3000-american::command::v::B2,oxford-3000-american::command::v::B2,506,oxford-3000-american,The Oxford 3000™ (American English),B2,command,command,command,,,v.,ส ั ่ ง ก า ร,สั่งการ,เข อ ะ แม ้ น ด ี,เขอะแม้นดี,,,,,draft,2026-07-08T07:49:19.544+00:00,2026-07-08T08:29:25.203+00:00
oxford-3000-american::comment::n::A2,oxford-3000-american::comment::n::A2,507,oxford-3000-american,The Oxford 3000™ (American English),A2,comment,comment,comment,,,n.,ค ว า ม ค ิ ด เห ็ น,ความคิดเห็น,ค ้ า เห ม ะ น ถึ,ค้าเหมะนถึ,,,,,draft,2026-07-08T07:49:19.548+00:00,2026-07-08T08:29:25.206+00:00
oxford-3000-american::comment::v::B1,oxford-3000-american::comment::v::B1,507,oxford-3000-american,The Oxford 3000™ (American English),B1,comment,comment,comment,,,v.,ค ว า ม ค ิ ด เห ็ น,ความคิดเห็น,ค ้ า เห ม ะ น ถึ,ค้าเหมะนถึ,,,,,draft,2026-07-08T07:49:19.552+00:00,2026-07-08T08:29:25.206+00:00
oxford-3000-american::commercial::adj::B1,oxford-3000-american::commercial::adj::B1,508,oxford-3000-american,The Oxford 3000™ (American English),B1,commercial,commercial,commercial,,,adj.,ท า ง ก า ร ค ้ า,ทางการค้า,เข อ ะ เม ้ อ ร เฉ อ ะ ล,เขอะเม้อรเฉอะล,,,,,draft,2026-07-08T07:49:19.555+00:00,2026-07-08T08:29:25.209+00:00
oxford-3000-american::commercial::n::B1,oxford-3000-american::commercial::n::B1,508,oxford-3000-american,The Oxford 3000™ (American English),B1,commercial,commercial,commercial,,,n.,ท า ง ก า ร ค ้ า,ทางการค้า,เข อ ะ เม ้ อ ร เฉ อ ะ ล,เขอะเม้อรเฉอะล,,,,,draft,2026-07-08T07:49:19.557+00:00,2026-07-08T08:29:25.209+00:00
oxford-3000-american::commission::n::B2,oxford-3000-american::commission::n::B2,509,oxford-3000-american,The Oxford 3000™ (American English),B2,commission,commission,commission,,,n.,ค ณะ ก ร ร ม ก า ร,คณะกรรมการ,เข อ ะ ม ิ เฉ อ ะ น,เขอะมิเฉอะน,,,,,draft,2026-07-08T07:49:19.560+00:00,2026-07-08T08:29:25.212+00:00
oxford-3000-american::commission::v::B2,oxford-3000-american::commission::v::B2,509,oxford-3000-american,The Oxford 3000™ (American English),B2,commission,commission,commission,,,v.,ค ณะ ก ร ร ม ก า ร,คณะกรรมการ,เข อ ะ ม ิ เฉ อ ะ น,เขอะมิเฉอะน,,,,,draft,2026-07-08T07:49:19.562+00:00,2026-07-08T08:29:25.212+00:00
oxford-3000-american::commit::v::B1,oxford-3000-american::commit::v::B1,510,oxford-3000-american,The Oxford 3000™ (American English),B1,commit,commit,commit,,,v.,ให ้ ส ั ญ ญ า,ให้สัญญา,เข อ ะ ม ิ ถี,เขอะมิถี,,,,,draft,2026-07-08T07:49:19.565+00:00,2026-07-08T08:29:25.216+00:00
oxford-3000-american::commitment::n::B2,oxford-3000-american::commitment::n::B2,511,oxford-3000-american,The Oxford 3000™ (American English),B2,commitment,commitment,commitment,,,n.,ค ว า ม ม ุ ่ ง ม ั ่ น,ความมุ่งมั่น,เข อ ะ ม ิ ถื เ ห ม อ ะ น ถึ,เขอะมิถืเหมอะนถึ,,,,,draft,2026-07-08T07:49:19.568+00:00,2026-07-08T08:29:25.219+00:00
oxford-3000-american::committee::n::B2,oxford-3000-american::committee::n::B2,512,oxford-3000-american,The Oxford 3000™ (American English),B2,committee,committee,committee,,,n.,ค ณะ ก ร ร ม ก า ร,คณะกรรมการ,เข อ ะ ม ิ ถี ่,เขอะมิถี่,,,,,draft,2026-07-08T07:49:19.571+00:00,2026-07-08T08:29:25.222+00:00
oxford-3000-american::common::adj::A1,oxford-3000-american::common::adj::A1,513,oxford-3000-american,The Oxford 3000™ (American English),A1,common,common,common,,,adj.,ท ั ่ ว ไป,ทั่วไป,ค ้ า เห ม อ ะ น,ค้าเหมอะน,,,,,draft,2026-07-08T07:49:19.573+00:00,2026-07-08T08:29:25.227+00:00
oxford-3000-american::commonly::adv::B2,oxford-3000-american::commonly::adv::B2,514,oxford-3000-american,The Oxford 3000™ (American English),B2,commonly,commonly,commonly,,,adv.,อ ย ่ า ง ธร ร ม ด า,อย่างธรรมดา,ค ้ า เห ม อ ะ น ua,ค้าเหมอะนua,,,,,draft,2026-07-08T07:49:19.576+00:00,2026-07-08T08:29:25.230+00:00
oxford-3000-american::communicate::v::A2,oxford-3000-american::communicate::v::A2,515,oxford-3000-american,The Oxford 3000™ (American English),A2,communicate,communicate,communicate,,,v.,ส ื ่ อ ส า ร,สื่อสาร,เข อ ะ ม ย ู ้ เห น อ ะ เค ถื,เขอะมยู้เหนอะเคถื,,,,,draft,2026-07-08T07:49:19.579+00:00,2026-07-08T08:29:25.235+00:00
oxford-3000-american::communication::n::B1,oxford-3000-american::communication::n::B1,516,oxford-3000-american,The Oxford 3000™ (American English),B1,communication,communication,communication,,,n.,ก า ร ส ื ่ อ ส า ร,การสื่อสาร,เข อ ะ ม ย ู เห น อ ะ เค ้ เฉ อ ะ น,เขอะมยูเหนอะเค้เฉอะน,,,,,draft,2026-07-08T07:49:19.581+00:00,2026-07-08T08:29:25.238+00:00
oxford-3000-american::community::n::A2,oxford-3000-american::community::n::A2,517,oxford-3000-american,The Oxford 3000™ (American English),A2,community,community,community,,,n.,ชุ ม ชน,ชุมชน,เข อ ะ ม ย ู ้ เห น อ ะ A,เขอะมยู้เหนอะA,,,,,draft,2026-07-08T07:49:19.585+00:00,2026-07-08T08:29:25.241+00:00
oxford-3000-american::company::n::A1,oxford-3000-american::company::n::A1,518,oxford-3000-american,The Oxford 3000™ (American English),A1,company,company,company,,,n.,บ ร ิ ษั ท,บริษัท,ค ะ ม เ ผ อ ะ น ี,คะมเผอะนี,,,,,draft,2026-07-08T07:49:19.588+00:00,2026-07-08T08:29:25.244+00:00
oxford-3000-american::compare::v::A1,oxford-3000-american::compare::v::A1,519,oxford-3000-american,The Oxford 3000™ (American English),A1,compare,compare,compare,,,v.,เป ร ี ย บ เท ี ย บ,เปรียบเทียบ,เข อ ะ ม แพ ้ ร,เขอะมแพ้ร,,,,,draft,2026-07-08T07:49:19.595+00:00,2026-07-08T08:29:25.247+00:00
oxford-3000-american::comparison::n::B1,oxford-3000-american::comparison::n::B1,520,oxford-3000-american,The Oxford 3000™ (American English),B1,comparison,comparison,comparison,,,n.,ก า ร เป ร ี ย บ เท ี ย บ,การเปรียบเทียบ,เข อ ะ ม แพ ้ (ร ) เอ อ ะ เส อ ะ น,เขอะมแพ้(ร)เออะเสอะน,,,,,draft,2026-07-08T07:49:19.598+00:00,2026-07-08T08:29:25.250+00:00
oxford-3000-american::compete::v::A2,oxford-3000-american::compete::v::A2,521,oxford-3000-american,The Oxford 3000™ (American English),A2,compete,compete,compete,,,v.,แข ่ ง ขั น,แข่งขัน,เข อ ะ ม ห พี้ ถึ,เขอะมหพี้ถึ,,,,,draft,2026-07-08T07:49:19.601+00:00,2026-07-08T08:29:25.254+00:00
oxford-3000-american::competition::n::A2,oxford-3000-american::competition::n::A2,522,oxford-3000-american,The Oxford 3000™ (American English),A2,competition,competition,competition,,,n.,ก า ร แข ่ ง ขั น,การแข่งขัน,ค า ม เ ผ อ ะ ท ิ เฉ อ ะ น,คามเผอะทิเฉอะน,,,,,draft,2026-07-08T07:49:19.604+00:00,2026-07-08T08:29:25.257+00:00
oxford-3000-american::competitive::adj::B1,oxford-3000-american::competitive::adj::B1,523,oxford-3000-american,The Oxford 3000™ (American English),B1,competitive,competitive,competitive,,,adj.,ก า ร แข ่ ง ขั น,การแข่งขัน,เข อ ะ ม เพ ้ ะ เถ อ ะ ถิ ฝี,เขอะมเพ้ะเถอะถิฝี,,,,,draft,2026-07-08T07:49:19.606+00:00,2026-07-08T08:29:25.261+00:00
oxford-3000-american::competitor::n::B1,oxford-3000-american::competitor::n::B1,524,oxford-3000-american,The Oxford 3000™ (American English),B1,competitor,competitor,competitor,,,n.,ค ู ่ แข ่ ง,คู่แข่ง,เข อ ะ ม เพ ้ ะ เถ อ ะ เถ ่ อ ร,เขอะมเพ้ะเถอะเถ่อร,,,,,draft,2026-07-08T07:49:19.609+00:00,2026-07-08T08:29:25.265+00:00
oxford-3000-american::complain::v::A2,oxford-3000-american::complain::v::A2,525,oxford-3000-american,The Oxford 3000™ (American English),A2,complain,complain,complain,,,v.,ร ้ อ ง ท ุ ก ข์,ร้องทุกข์,เข อ ะ ม เพ ล ้ น,เขอะมเพล้น,,,,,draft,2026-07-08T07:49:19.612+00:00,2026-07-08T08:29:25.268+00:00
oxford-3000-american::complaint::n::B1,oxford-3000-american::complaint::n::B1,526,oxford-3000-american,The Oxford 3000™ (American English),B1,complaint,complaint,complaint,,,n.,ร ้ อ ง เร ี ย น,ร้องเรียน,เข อ ะ ม เพ ล ้ น ถึ,เขอะมเพล้นถึ,,,,,draft,2026-07-08T07:49:19.614+00:00,2026-07-08T08:29:25.272+00:00
oxford-3000-american::complete::adj::A1,oxford-3000-american::complete::adj::A1,527,oxford-3000-american,The Oxford 3000™ (American English),A1,complete,complete,complete,,,adj.,ส ม บ ู ร ณ์,สมบูรณ์,เข อ ะ ม พ สี่ ถื,เขอะมพสี่ถื,,,,,draft,2026-07-08T07:49:19.617+00:00,2026-07-08T08:29:25.275+00:00
oxford-3000-american::complete::v::A1,oxford-3000-american::complete::v::A1,527,oxford-3000-american,The Oxford 3000™ (American English),A1,complete,complete,complete,,,v.,ส ม บ ู ร ณ์,สมบูรณ์,เข อ ะ ม พ สี่ ถื,เขอะมพสี่ถื,,,,,draft,2026-07-08T07:49:19.620+00:00,2026-07-08T08:29:25.275+00:00
oxford-3000-american::completely::adv::A2,oxford-3000-american::completely::adv::A2,528,oxford-3000-american,The Oxford 3000™ (American English),A2,completely,completely,completely,,,adv.,อ ย ่ า ง ส ม บ ู ร ณ์,อย่างสมบูรณ์,เข อ ะ N Wa ถ ล ี ่,เขอะNWaถลี่,,,,,draft,2026-07-08T07:49:19.622+00:00,2026-07-08T08:29:25.278+00:00
oxford-3000-american::complex::adj::B1,oxford-3000-american::complex::adj::B1,529,oxford-3000-american,The Oxford 3000™ (American English),B1,complex,complex,complex,,,adj.,ซั บ ซ้ อ น,ซับซ้อน,ค ้ า ม Was a a,ค้ามWasaa,,,,,draft,2026-07-08T07:49:19.625+00:00,2026-07-08T08:29:25.281+00:00
oxford-3000-american::complex::n::B2,oxford-3000-american::complex::n::B2,529,oxford-3000-american,The Oxford 3000™ (American English),B2,complex,complex,complex,,,n.,ซั บ ซ้ อ น,ซับซ้อน,ค ้ า ม Was a a,ค้ามWasaa,,,,,draft,2026-07-08T07:49:19.627+00:00,2026-07-08T08:29:25.281+00:00
oxford-3000-american::complicated::adj::B2,oxford-3000-american::complicated::adj::B2,530,oxford-3000-american,The Oxford 3000™ (American English),B2,complicated,complicated,complicated,,,adj.,ท ี ่ ซั บ ซ้ อ น,ที่ซับซ้อน,ค ้ า ม เผลอ ะ เค เถ อ ะ ด ี,ค้ามเผลอะเคเถอะดี,,,,,draft,2026-07-08T07:49:19.630+00:00,2026-07-08T08:29:25.284+00:00
oxford-3000-american::component::n::B2,oxford-3000-american::component::n::B2,531,oxford-3000-american,The Oxford 3000™ (American English),B2,component,component,component,,,n.,ส ่ ว น ป ร ะ ก อ บ,ส่วนประกอบ,เข อ ะ ม โพ ้ ว เห น อ ะ น ถึ,เขอะมโพ้วเหนอะนถึ,,,,,draft,2026-07-08T07:49:19.633+00:00,2026-07-08T08:29:25.287+00:00
oxford-3000-american::computer::n::A1,oxford-3000-american::computer::n::A1,532,oxford-3000-american,The Oxford 3000™ (American English),A1,computer,computer,computer,,,n.,ค อ ม พ ิ ว เต อ ร ์,คอมพิวเตอร์,เข อ ะ ม ผี ย ยู ้ เถ ่ อ ร,เขอะมผียยู้เถ่อร,,,,,draft,2026-07-08T07:49:19.636+00:00,2026-07-08T08:29:25.290+00:00
oxford-3000-american::concentrate::v::B1,oxford-3000-american::concentrate::v::B1,533,oxford-3000-american,The Oxford 3000™ (American English),B1,concentrate,concentrate,concentrate,,,v.,ส ม า ธิ,สมาธิ,ค ้ า น เส อ ะ น เท ร ถื,ค้านเสอะนเทรถื,,,,,draft,2026-07-08T07:49:19.639+00:00,2026-07-08T08:29:25.293+00:00
oxford-3000-american::concentration::n::B2,oxford-3000-american::concentration::n::B2,534,oxford-3000-american,The Oxford 3000™ (American English),B2,concentration,concentration,concentration,,,n.,ค ว า ม เข ้ ม ข้ น,ความเข้มข้น,ค า น เส อ ะ น เท ร ั ้ เฉ อ ะ น,คานเสอะนเทรั้เฉอะน,,,,,draft,2026-07-08T07:49:19.642+00:00,2026-07-08T08:29:25.296+00:00
oxford-3000-american::concept::n::B2,oxford-3000-american::concept::n::B2,535,oxford-3000-american,The Oxford 3000™ (American English),B2,concept,concept,concept,,,n.,แน ว ค ิ ด,แนวคิด,ค ้ า น เส ะ ผิ ี ถึ,ค้านเสะผิีถึ,,,,,draft,2026-07-08T07:49:19.644+00:00,2026-07-08T08:29:25.299+00:00
oxford-3000-american::concern::n::B2,oxford-3000-american::concern::n::B2,536,oxford-3000-american,The Oxford 3000™ (American English),B2,concern,concern,concern,,,n.,ก ั ง ว ล,กังวล,เข อ ะ น เซ ้ อ ร น,เขอะนเซ้อรน,,,,,draft,2026-07-08T07:49:19.647+00:00,2026-07-08T08:29:25.302+00:00
oxford-3000-american::concern::v::B2,oxford-3000-american::concern::v::B2,536,oxford-3000-american,The Oxford 3000™ (American English),B2,concern,concern,concern,,,v.,ก ั ง ว ล,กังวล,เข อ ะ น เซ ้ อ ร น,เขอะนเซ้อรน,,,,,draft,2026-07-08T07:49:19.651+00:00,2026-07-08T08:29:25.302+00:00
oxford-3000-american::concerned::adj::B2,oxford-3000-american::concerned::adj::B2,537,oxford-3000-american,The Oxford 3000™ (American English),B2,concerned,concerned,concerned,,,adj.,น ่ า ก ั ง ว ล,น่ากังวล,เข อ ะ น เซ ้ อ ร น ด ี,เขอะนเซ้อรนดี,,,,,draft,2026-07-08T07:49:19.655+00:00,2026-07-08T08:29:25.305+00:00
